cand_id,last_name,first_name,twitterbirth,twitter,facebookdate,facebook,facebookjan,youtubebirth,youtube,cand_ici,cand_pty_affiliation,ttl_receipts,trans_from_auth,ttl_disb,trans_to_auth,coh_bop,coh_cop,cand_contrib,cand_loans,other_loans,cand_loan_repay,other_loan_repay,debts_owed_by,ttl_indiv_contrib,other_pol_cmte_contrib,pol_pty_contrib,indiv_refunds,cmte_refunds,opp_fund,age,gender,gen_election
H0FL06061,YOST,MICHAEL F ''MIKE'',NA,0,NA,0,0,NA,0,C,REP,156856.14,0,153550.05,200,0,3306.1001,47.5,4394.8999,0,2700,0,1694.9,145113.73,3300,4000,150,1500,998593.75,63,F,L
H0MN05137,CAVLAN,MICHAEL J,NA,0,NA,0,0,NA,0,C,OTH,3903,0,1403,0,0,2500,3403,0,0,0,0,0,810,0,0,0,0,1553525.4,46,M,L
H0NY14205,BRUMBERG,DAVID RYAN,NA,0,NA,0,0,NA,0,C,REP,242401.11,0,215659.69,0,0,26741.43,10000,30000,0,10000,0,20000,201236,0,0,4800,0,3277116.8,61,F,L
H0MN04148,COLLETT,TERESA STANTON,NA,0,NA,0,0,NA,0,C,REP,216531.81,0,211206.34,0,0,5531.6499,0,0,0,0,0,0,190917.97,20635,3300,50,0,844300.69,55,F,L
H8NY05099,BERNEY,ELIZABETH,NA,0,NA,0,0,NA,0,C,REP,40753,0,16276.74,0,778.77002,25255.029,0,5000,0,0,0,7013.6099,35728,0,0,0,0,1257664.6,67,M,L
H0CO03108,SEGREST,JAKE,NA,0,NA,0,0,NA,0,C,IND,18767,0,18465,0,0,300,18767,0,0,0,0,0,0,0,0,0,0,3299310.5,56,M,L
H0OH12153,IRVINE,TRAVIS M,NA,0,NA,0,0,NA,0,C,LIB,8179,0,8179,0,0,0,85,0,0,0,0,0,8094,0,0,0,0,4490655,47,M,L
H6IN03161,HAYHURST,THOMAS ELDON,NA,0,NA,0,0,NA,0,C,DEM,807543.5,0,794802.44,0,0,12741.03,7570.9902,0,0,0,0,0,736295.5,57889.078,5000,0,0,1162207.8,59,M,L
H0WA05117,ROMEYN,DARYL,NA,0,NA,0,0,NA,0,C,DEM,7725,0,13318,0,5594,0,0,0,0,0,0,0,7725,0,0,0,0,1453240,40,F,L
H0NY21077,DANZ,THEODORE J JR,NA,0,NA,0,0,NA,0,C,REP,43939,0,41622.391,0,40,2356.6101,5100,0,0,0,0,0,37490,99,1250,0,0,987958.75,60,M,L
H0SC04265,EDWARDS,DAVID MICHAEL,NA,0,NA,0,0,NA,0,C,CON,10015,0,10003,0,0,10,3200,0,0,0,0,0,6815,0,0,0,0,967998.44,50,M,L
H0NY02184,GOMEZ,JOHN B MR.,10/25/11,0,4/22/11,0,0,15-May-12,0,C,REP,404965.44,0,404111.06,0,0,854.39001,1500,25100,0,20000,0,5100,375317.66,950,2000,8448,450,2547833.5,51,M,L
H0GA05210,LITTLE,SAMUEL FENN JR,1/6/12,0,1/6/12,0,0,NA,0,C,REP,115223.11,0,99669.352,0,0,15553.76,0,7463.6699,0,7463.6699,0,0,96319.438,5000,6000,0,0,1013992.5,69,M,L
H0TN05291,WHITFIELD,JAMES GREGORY II,NA,0,NA,0,0,NA,0,C,IND,5020,0,7713,0,2693,-5387,0,4000,0,0,0,1306,1020,0,0,0,0,1411384.4,55,M,L
H0CA01148,HANKS,LOREN L,NA,0,NA,0,0,NA,0,C,REP,114869.11,0,109276.65,0,0,5591.3701,35,3100,0,0,0,9988.25,107047.68,500,2036.4301,500,0,1912475.1,58,M,L
H8IA02043,MILLER-MEEKS,MARIANNETTE JANE,NA,0,NA,0,0,NA,0,C,REP,1196436.4,33101.191,1191868.1,0,4003.27,8571.5498,43772.02,593670.75,0,77550,0,536120.75,416223.31,98800,8086.54,1320.76,7000,1122050.6,57,M,L
H8CA25058,CONAWAY,JACQUESE LYNN,NA,0,NA,0,0,NA,0,C,DEM,3890,0,4171.9902,0,475,231,0,0,2300,0,0,4850,1590,0,0,0,0,1254631.3,71,M,L
H0NE01062,HARPER,IVY,NA,0,NA,0,0,NA,0,C,DEM,22089,0,21443.801,0,1000,10,0,0,0,0,0,0,21839,250,0,0,0,568389.56,49,M,L
H0NJ11123,GAWRON,JIM,NA,0,NA,0,0,NA,0,C,LIB,438,0,216,0,0,222,242,0,0,0,0,0,195,0,0,0,0,1087681,63,M,L
H0NJ11099,HERBERT,RALEIGH DOUGLAS,NA,0,NA,0,0,NA,0,C,DEM,42841.379,0,42258.039,0,0,583.34003,268.23001,0,0,0,0,0,41573.148,1000,0,0,0,1045277.6,63,M,L
H0FL20070,HARRINGTON,KAREN,NA,0,NA,0,0,NA,0,C,REP,376835.94,0,374118.41,0,0,2717.51,0,185000,0,0,0,242218.41,186735.94,5000,0,885,0,2214744,43,F,L
H0IL12084,NEWMAN,TERI,NA,0,NA,0,0,NA,0,C,REP,47058,0,44762,0,0,2295,0,40000,1500,0,0,1500,5058,0,500,0,0,1351627.4,60,M,L
H0CA23159,HAGER,JOHN VICTOR,NA,0,NA,0,0,NA,0,C,IND,113363.72,0,116599.76,0,1130.5699,-2105.47,0,0,0,0,0,0,113363.72,0,0,0,0,1567428.9,71,F,L
H0CA28091,FROYD,ERIK MERLIN,NA,0,NA,0,0,NA,0,C,REP,39635.539,0,39508.859,140,0,126.68,8000,0,0,0,0,0,31571.539,0,13,0,0,1914073.1,68,M,L
H0CT01084,KRAYESKE,KENNETH JAMES,NA,0,NA,0,0,NA,0,C,GRE,10591,0,10590,0,0,0,996,0,0,0,0,0,9565,0,0,0,0,2715348.5,61,M,L
H0CA08069,DENNIS,JOHN,NA,0,NA,0,0,NA,0,C,REP,2438013.5,48,2311477.3,0,0,126536.19,0,50000,0,0,0,50000,2370536.3,9135,0,5035.1201,0,2597318.5,69,F,L
H0FL14065,ROACH,JAMES LLOYD,NA,0,NA,0,0,NA,0,C,DEM,65455.578,0,63761.352,0,0,1694.23,8150.2798,16000,0,0,0,16000,36077.16,3500,1300,0,0,972571.5,42,M,L
H0NY02168,TOLDA,ANTHONY E,NA,0,NA,0,0,NA,0,C,NPA,177,0,108,0,100,68,25,0,0,0,0,1250,152,0,0,0,0,2952622,51,M,L
H0CO01110,JONES,CLINTON DOUGLAS,NA,0,NA,0,0,NA,0,C,LIB,13800,0,13644,0,0,154,9500,0,0,0,0,0,4300,0,0,0,0,1022008.7,52,F,L
H0NC12074,CECIL,LON VERNON,NA,0,NA,0,0,NA,0,C,LIB,13041.25,0,12995.54,0,0,45.709999,1764.45,8500,0,0,0,8500,2776.8,0,0,0,0,604718.81,64,M,L
H0PA04220,ROTHFUS,KEITH J,2/6/13,0,1/30/13,0,0,4-Jan-13,0,C,REP,1299175.3,0,1270778,0,0,28397.221,15,191949.02,0,5000,0,206655.48,997674.19,94700,11000,3150,1000,2503952.5,41,M,L
H8GA12029,MCKINNEY,RAYMOND LOUIS SR,NA,0,NA,0,0,NA,0,C,REP,250533.53,0,246792.02,0,0,3741.51,0,115000,0,0,0,115000,134533.53,1000,0,0,0,1951721.5,54,M,L
H0PA18055,CONNOLLY,DANIEL C,NA,0,NA,0,0,NA,0,C,DEM,290928.56,0,249231.2,0,0,41697.359,0,50000,0,0,0,50000,202378.56,38550,0,0,0,1841766,57,M,L
H0MS02066,MARCY,WILLIAM LOUIS,NA,0,NA,0,0,NA,0,C,REP,47933.5,0,40847.68,0,0,10920,0,0,0,0,0,0,44833.5,600,2500,0,0,1808681.5,61,M,L
H0TN05184,HALL,DAVID,2/22/11,0,11/15/12,0,0,NA,0,C,REP,358308.03,0,355279.13,0,0,3028.8899,5110.48,68956.711,0,48029.68,0,12844.14,71472.508,7500,0,0,0,1058096.4,55,M,L
H0CA48131,KROM,BETH,NA,0,NA,0,0,NA,0,C,DEM,704262.25,0,703111.75,0,0,1150.54,0,0,0,0,0,0,622977.81,68356.633,0,3600,0,1547266.3,54,M,L
H0IA05092,CAMPBELL,MATTHEW,NA,0,NA,0,0,NA,0,C,DEM,277618.31,0,280163.78,0,0,4.2199998,0,52582,8600,19802,8407.5,47419.43,168551.81,42300,5155,25,0,1015038.6,60,M,L
H0CA24116,ALLISON,TIMOTHY JAMES,NA,0,NA,0,0,NA,0,C,DEM,183711.03,0,180025.88,0,0,6085.1499,0,8581.3604,0,0,0,17462.029,152182.8,22099,0,0,0,783256.63,65,M,L
H0OK02186,THOMPSON,CHARLES LEROY JR,NA,0,NA,0,0,NA,0,C,REP,112146.45,0,104769.67,0,0,7377.3701,1685,0,0,0,0,0,106360.45,3500,600,0,0,1615295.8,36,M,L
H0LA01178,KATZ,MYRON B,NA,0,NA,0,0,NA,0,C,DEM,64420,0,60708.379,0,0,3711.6201,1500,0,50000,0,0,50000,12920,0,0,1000,0,1358024.5,44,M,L
H0IL05328,RATOWITZ,DAVID,NA,0,NA,0,0,NA,0,C,REP,65556.148,0,65555.75,125,0,-0.47,50,31366,0,1280,0,30086,33056.148,630,0,0,350,1301374.4,50,M,L
H0VI00037,DANET,VINCENT EMILE,NA,0,NA,0,0,NA,0,C,REP,13205,0,13085,0,0,20,6985,0,0,0,0,0,4720,0,1500,100,0,291593,NA,NA,L
H0MD05118,LOLLAR,CHARLES J,NA,0,NA,0,0,NA,0,C,REP,585295.25,0,575230.63,0,0,10064.59,387.95999,0,0,0,0,0,582607.25,2000,0,0,0,4511874,70,M,L
H8OH14087,O'NEILL,WILLIAM MICHAEL,NA,0,NA,0,0,NA,0,C,DEM,137671.38,0,143425.56,0,286.29999,202.33,0,0,0,300.04001,0,1388.16,129146.32,8450,0,926.90997,0,1290685.9,55,M,L
H0NC09138,DOCTOR,JEFFREY JAMES,NA,0,NA,0,0,NA,0,C,DEM,111805.56,0,111410.06,0,0,413.5,44765.559,0,0,0,0,0,60090,6450,500,0,0,1038833.1,68,F,L
H0MO03112,MARTIN,EDWARD R JR,NA,0,NA,0,0,NA,0,C,REP,1539979.9,7419.1899,1514662.8,0,0,25317.141,0,0,0,0,0,0,1447510.6,85050,0,0,0,2127173,51,M,L
H8TX18139,FAULK,JOHN M MR. SR.,NA,0,NA,0,0,NA,0,C,REP,273759.31,0,262544.13,0,378.16,45.810001,0,4300,0,0,0,10317.27,268500.75,0,0,50,0,825310.31,59,F,L
H8OR03045,LOPEZ,DELIA,NA,0,NA,0,0,NA,0,C,REP,135850.63,0,133519.02,0,0,2331.6101,0,90030.578,0,90030.578,0,0,36798.051,0,0,0,0,1313184.1,61,M,L
H0MA10132,LEWIS,MARYANNE,NA,0,NA,0,0,NA,0,C,IND,85143.531,0,84051.961,0,0,-5294,0,5000,0,0,0,0,76955,999,2189,5000,0,2854565.5,68,M,L
H0TX27046,MISHOU,EDWARD CLARK JR,NA,0,NA,0,0,NA,0,C,LIB,36539.898,0,36860.621,0,0,0,0,22912,473,0,0,0,9933,0,0,0,0,1853912.3,71,M,L
H0FL06079,SCHONBERG,STEVEN E,NA,0,NA,0,0,NA,0,C,DEM,10727,0,8052,0,0,2675,0,10727,0,0,0,11061,0,0,0,0,0,771907.06,68,M,L
H0FL15054,ROBERTS,C SHANNON,NA,0,NA,0,0,NA,0,C,DEM,29681.26,0,30270.73,0,0,-589.46997,0,12507.91,0,0,0,12507.91,16728.25,320.10001,125,0,0,1094181,62,M,L
H0IA04095,MASKE,BILLY DALE,NA,0,NA,0,0,NA,0,C,DEM,142869.23,0,142777.77,0,0,91.480003,19382.561,15000,0,2800,0,12200,76203.492,10500,12695,1500,0,1329210.8,61,M,L
H0GA10244,EDWARDS,RUSSELL JAMES,NA,0,NA,0,0,NA,0,C,DEM,220662.17,0,218078.11,0,0,-1601.6899,5100,0,0,0,0,0,191629.03,17858.141,6075,0,0,2047417.1,63,M,L
H0TX14168,PRUETT,ROBERT C JR,NA,0,NA,0,0,NA,0,C,DEM,28007.561,0,28007.561,0,0,0,7800,1500,3030.5601,0,0,4530.5601,13077,0,2600,0,0,986269.38,74,M,L
H6TX21178,STROHM,JAMES ARTHUR,NA,0,NA,0,0,NA,0,C,LIB,5765,0,5666,0,45,140,4189,0,0,0,0,0,1475,100,0,0,0,1347945.1,62,M,L
H8CA05159,SMITH,PAUL,NA,0,9/10/13,0,0,NA,0,C,REP,23941.289,0,24334.301,0,393.01001,0,8468.6396,1300,0,4800,0,0,12032.46,1740,0,194.14999,0,835400.44,65,F,L
H0NY01129,ALTSCHULER,RANDOLPH MR.,NA,0,NA,0,0,NA,0,C,REP,5722691.5,74999.547,5713404.5,0,0,9286.9004,1822652.9,2220000,0,1120000,0,5.00E+05,1219486.4,124551.21,5000,7750,0,3066830.5,59,M,L
H0TN07214,RABIDOUX,GREG ROBERT DR,NA,0,NA,0,0,NA,0,C,DEM,74930.031,0,62525.609,0,0,11828,525,1000,0,0,0,0,51365.031,17600,4440,0,0,1563192.8,57,F,L
H0CA31111,SMITH,STEPHEN CARLTON,NA,0,NA,0,0,NA,0,C,REP,15361,0,14451.72,0,0,907.66998,100,600,0,600,0,274.98999,14211,0,0,0,0,1716196.3,51,M,L
H8MI06098,COONEY,DON,NA,0,NA,0,0,NA,0,C,DEM,62446.551,951.91998,61614.141,0,-2023.16,-1190.75,0,200,200,0,0,400,54624.629,4500,1750,0,0,2014320.6,56,M,L
H8ME01179,SCONTRAS,DEAN P,NA,0,NA,0,0,NA,0,C,REP,494033.63,4000,494033.63,2659.5,0,0,0,0,0,0,0,0,463521.5,17820.1,5820,400,0,1283174.8,54,F,L
H0IL16168,GAULRAPP,GEORGE WALTER,NA,0,NA,0,0,NA,0,C,DEM,73357,0,66924.313,0,0,479.26001,1000,0,0,0,0,0,60417,11300,500,0,0,1160685.3,65,M,L
H0TX22112,ROGERS,LAKESHA D,NA,0,NA,0,0,NA,0,C,DEM,61895.559,0,61667.59,0,0,227.97,0,0,0,0,0,844.35999,56098.371,5419.3701,0,0,0,1268558.8,47,M,L
H0FL03076,MARTIN-BACK,TERRY L,NA,0,NA,0,0,NA,0,C,NPA,8105,0,8444,0,650,311,0,5000,0,0,0,5000,3105,0,0,0,0,1147344.9,63,F,L
H0OH17145,GRAHAM,JAMES J,NA,0,NA,0,0,NA,0,C,REP,71053.273,0,71052.477,0,0,0.79000002,200,0,0,0,0,0,70053.273,0,0,100,0,1071074.3,36,M,L
H0NE03209,HILL,DANIEL NATHAN,NA,0,NA,0,0,NA,0,C,OTH,55063.031,0,36443.301,0,0,18619.73,0,40000,0,0,0,44550.5,15063.03,0,0,0,0,997788.63,39,M,L
H0FL23033,SANSARICQ,BERNARD,NA,0,NA,0,0,NA,0,C,REP,105750.94,0,106142.42,0,0,-391.48001,25047.26,0,0,0,0,0,76103.547,4600,0,85,0,780445,73,M,L
H0OH09092,IOTT,RICHARD BRADLEY,NA,0,NA,0,0,NA,0,C,REP,1976643.9,0,1976612.9,0,0,30.950001,0,1703100,0,0,0,0,251461.52,19550,25,0,0,659047.63,63,F,L
H0CA49089,KATZ,HOWARD LOUIS,NA,0,NA,0,0,NA,0,C,DEM,15359,0,14854.36,0,0,504.07999,0,2066.5801,0,60,0,2007.48,12333.97,836.25,0,30,0,1495192.5,55,M,L
H0PA13080,ADCOCK,CARSON DEE,NA,0,NA,0,0,NA,0,C,REP,935167.56,0,932478,0,0,2689.5701,0,535000,0,8700,0,526300,368992.66,29525.1,250,765,0,2906212,61,F,L
H0MN01060,WILSON,STEVEN JOHN,NA,0,2/7/11,0,0,12-Jan-11,0,C,IDP,25332,0,25092.109,0,0,239.89,7300,0,0,0,0,0,18032,0,0,0,0,3112387.8,45,M,L
H0IA01117,LANGE,BENJAMIN MICHAEL,NA,0,NA,0,0,NA,0,C,REP,519479.69,0,515562.06,0,0,3917.6399,0,0,0,0,0,0,425172.97,94306.727,0,0,0,2098471,52,M,L
H0FL02177,BERRYHILL,DIANNE JORDEN,NA,0,NA,0,0,NA,0,C,NPA,10828.55,0,10220.58,0,0,607.96997,0,5000,0,0,0,7261.4502,5590.1602,0,0,0,0,4031991.5,64,M,L
H0MT00041,MCDONALD,DENNIS DEE,NA,0,NA,0,0,NA,0,C,DEM,333295.13,0,333295.13,0,0,0,0,91902.07,1000,0,0,92902.07,209920.97,27260,3212.0901,40,0,1384401.6,54,M,L
H0MP01012,BORJA,JESUS CAMACHO,NA,0,NA,0,0,NA,0,C,DEM,36991,0,36736,0,0,252,1850,0,0,0,0,0,34915,0,0,0,0,183656.64,NA,NA,L
H0NY23057,DOHENY,MATT,NA,0,NA,0,0,NA,0,C,REP,3448912,8635.5,3440808,0,1,8104.9902,0,2265000,0,0,0,2265000,1009693,127710.18,2000,306050,0,5294858,61,M,L
H0IL06045,LOWE,BENJAMIN S,NA,0,NA,0,0,NA,0,C,DEM,66631.656,0,63300.48,0,0,3331.1799,9350,0,0,0,0,0,56452.539,0,0,0,0,2381858,48,M,L
H0NY06045,TAUB,ASHER E,NA,0,NA,0,0,NA,0,C,REP,77395.242,0,68042.633,0,0,5473.46,200,26223.24,0,200,0,5623.2402,50970,0,0,0,0,935512.63,56,M,L
H0UT02203,PHILPOT,MORGAN,NA,0,NA,0,0,NA,0,C,REP,386466.69,0,386466.69,4700,0,0,0,28622,0,0,0,28622,307344.69,25500,25000,2000,0,1812787.8,49,M,L
H0CO07026,FRAZIER,RYAN L,NA,0,NA,0,0,NA,0,C,REP,1775458,15100,1771942.8,0,0,3514.6201,0,0,0,0,0,7500,1529490.1,225904.27,2500,4230,750,2443962,56,M,L
H0MN07034,MENZE,GLEN R,NA,0,NA,0,0,NA,0,C,IDP,13965,0,13965,0,0,0,13143,0,0,0,0,0,822,0,0,0,0,1639558.1,65,M,L
H0PA15101,CALLAHAN,JOHN BURK,NA,0,NA,0,0,NA,0,C,DEM,1995389,0,1970811.3,0,0,24577.83,0,0,0,0,0,0,1613111.8,381735.66,541.63,10350,0,2474800.5,49,M,L
H8IL13119,HARPER,SCOTT,6/14/10,1,NA,0,0,NA,0,C,DEM,648365,0,616389.13,0,15903.6,47879.461,0,0,0,0,0,156908.91,579305.19,68867,0,2695,0,1584516.5,72,F,L
H0NC08197,JOHNSON,HAROLD NELSON,1/12/11,0,1/11/11,0,1,12-Jan-11,0,C,REP,1079623.1,0,1066423.9,0,0,13199.29,0,615000,0,0,0,540000,325418.25,122944.84,13000,350,0,1104140.9,58,M,L
H0NY05062,MILANO,JAMES,NA,0,NA,0,0,NA,0,C,DEM,148624,0,147757.41,0,0,866.59998,0,91000,0,0,0,91000,56326,750,0,0,0,1149793.6,67,M,L
H6MO05189,TURK,JACOB,NA,0,NA,0,0,NA,0,C,REP,271423.19,0,260727.31,0,661.59003,11357.46,0,100,0,100,0,0,270748.19,0,0,0,0,637379.75,65,M,L
H0OH08102,COUSSOULE,JUSTIN,NA,0,NA,0,0,NA,0,C,DEM,248140.63,0,247030.19,0,0,1110.4399,524.78998,0,0,0,0,0,213380.83,27850,6385,725,0,9796947,60,M,L
H0WA01082,WATKINS,JAMES HL,9/7/10,1,6/23/10,1,1,30-Jan-09,1,C,REP,351476.78,0,339769.53,0,80,11827.26,0,105200,10000,0,5200,115080,225262.95,6300,0,250,0,1403962.4,58,M,L
H6OH07101,CONNER,WILLIAM R.,NA,0,NA,0,0,NA,0,C,DEM,29597.051,0,31081.1,0,1858.0601,374.01001,0,14107.83,0,1121.67,0,14107.83,15127.22,100,0,0,0,943774.44,51,M,L
H0NY23107,HOFFMAN,DOUGLAS L. MR.,NA,0,NA,0,0,NA,0,C,REP,2305267.3,0,2304874.3,0,0,493.22,0,451900,0,357000,0,112185.14,1698132.4,147315.06,0,5625,500,6438503,61,M,L
H6NY18153,RUSSELL,JIM,7/5/07,1,3/3/09,1,1,17-Nov-08,1,C,REP,30048,0,33016,0,2970,0.68000001,500,5000,0,1000,0,33700,24548,0,0,0,0,2062770.4,72,F,L
H0MS01068,GREEN,LESTER L,NA,0,NA,0,0,NA,0,C,IND,45296.359,0,45296.359,0,0,0,5000,5000,2300,5000,2300,0,32994,0,0,0,0,3569150.8,51,M,L
H0NY17125,MELE,ANTHONY,NA,0,NA,0,0,NA,0,C,REP,132898.16,0,132883.47,0,0,14.68,0,96100,0,113,0,95987,36598.148,200,0,175,0,1029501,62,M,L
H0CA45053,POUGNET,STEPHEN P,NA,0,NA,0,0,NA,0,C,DEM,1846142.5,3647.45,1843287.9,0,0,2854.6201,7200,0,0,0,0,1432.25,1517153.3,315104.53,24.120001,1350,0,2427223.5,48,F,L
H0OR05054,BRUUN,LORENTZ 'SCOTT',NA,0,NA,0,0,NA,0,C,REP,1153710.1,11279.46,1153710.1,0,0,0,1255.27,0,0,0,0,0,958083.44,177550.77,5200,9700,0,1872836.4,58,M,L
H0NJ10174,TOUSSAINT,ROBERT LOUIS,NA,0,NA,0,0,NA,0,C,OTH,15748,0,9142,0,100,6456,15198,0,0,0,0,0,550,0,0,0,0,617758.81,75,M,L
H0IN02190,WALORSKI (SWIHART),JACKIE,NA,0,NA,0,0,NA,0,C,REP,1331778.4,14383,1316804.6,0,0,14973.84,0,0,0,0,0,0,1066856.4,229975,8150,2600,0,1723644.1,54,M,L
H0CA36136,FEIN,MATTIE,NA,0,NA,0,0,NA,0,C,REP,170618.05,0,168083.06,391.69,0,2534.97,91471.477,50000,0,0,0,89519.031,29146.561,0,0,0,0,1203707.3,64,F,L
H0PA15093,TOWNE,JAKE,NA,0,NA,0,0,NA,0,C,IND,59228.762,0,58083.48,0,0,1144.46,3885,0,0,0,0,0,55340.762,0,0,0,0,4410960.5,49,M,L
H0PA05078,ETZEL,VERNON L,NA,0,NA,0,0,NA,0,C,LIB,263,0,263,0,0,0,263,0,0,0,0,0,0,0,0,0,0,1097109,50,M,L
H0CA52042,LUTZ,RAYMOND CLARK,NA,0,NA,0,0,NA,0,C,DEM,42048.871,0,42048.871,0,0,0,100,8000,0,6232.9302,0,0,33460.98,0,0,0,0,766758.63,33,M,L
H0CA07103,TUBBS,RICHARD STEPHEN II,NA,0,NA,0,0,NA,0,C,REP,130514.55,0,130514.55,0,0,0,0,22433.75,0,22023.77,0,0,96012.852,11021.9,0,220,0,972502.06,64,M,L
H0NC03099,ROUSE,JOHNNY GERALD,NA,0,NA,0,0,NA,0,C,DEM,10588.14,0,11071.39,0,-63.689999,-546.94,100,0,0,0,0,0,8877.8301,24.01,0,0,0,672711.88,66,M,L
H0TX11131,QUILLIAN,JAMES,NA,0,NA,0,0,NA,0,C,DEM,20488.75,0,14928.75,0,0,0,0,7329,0,0,0,0,135,0,0,0,0,1098814.1,61,M,L
H0MA01057,ENGEL,MICHAEL,NA,0,NA,0,0,NA,0,C,IND,19896,0,19896,0,0,0,1261,16000,0,16000,0,0,2635,0,0,0,0,924333.5,73,M,L
H6NV01158,WEGNER,KENNETH ALEXANDER,NA,0,NA,0,0,NA,0,C,REP,72946.25,0,72481.648,0,500,964.59998,42000,0,0,0,0,0,30946.051,0,0,0,0,2232437.8,58,F,L
H0OR02093,SEGERS,JOYCE B,NA,0,NA,0,0,NA,0,C,DEM,34447.828,0,34447.828,0,0,0,874.54999,875,0,875,0,0,26581.301,1000,5100,0,0,1944719.9,52,M,L
H8SC04177,CORDEN,PAUL HENRY,NA,0,NA,0,0,NA,0,C,DEM,25326.66,0,17854.92,0,2628.1399,10099.88,0,0,0,0,0,0,24926.66,0,400,0,0,952686.75,50,M,L
H0MN02100,MADORE,SHELLY,NA,0,NA,0,0,NA,0,C,DFL,88847.859,0,88206.109,0,0,641.75,30,0,9100,0,5417.46,3682.54,67805.93,5699,6000,50,0,1552171.9,62,M,L
H0MA04127,BIELAT,SEAN D,NA,0,NA,0,0,NA,0,C,REP,2451232.5,0,2443773.8,0,0,7458.6499,3807.23,30000,0,30307.029,0,48772.25,2350503.5,53200,6125,400,0,4152943.5,69,M,L
H0CA29099,COLBERT,JOHN,4/5/12,0,3/27/10,1,1,5-Apr-12,0,C,REP,675595.25,0,671227.5,0,0,4367.7202,50,315000,0,0,0,326734.09,354075.91,5699,770,3200,99,1378951.5,49,M,L
H0CO02159,HARRIS,CURTIS LEE,NA,0,NA,0,0,NA,0,C,LIB,11487,0,11489,0,0,0,1029,3013,0,3013,0,0,7445,0,0,0,0,1379425.1,34,M,L
H0MA07039,DEMBROWSKI,GERRY DR,NA,0,NA,0,0,NA,0,C,REP,83868,0,81341.453,0,0,2523.5,0,40994,500,10665.69,500,30328.311,37274,4500,600,0,0,1535339.8,63,M,L
H6CA43121,FOLKENS,SCOTT LLOYD,NA,0,NA,0,0,NA,0,C,REP,23852,0,24769,250,686,67,450,0,0,0,0,0,22897,500,0,0,0,758696.31,62,M,L
H0VA10145,REDPATH,WILLIAM,NA,0,NA,0,0,NA,0,C,LIB,10537,0,10535,0,0,0,2775,0,0,0,0,0,7417,0,345,0,0,1971541.9,70,M,L
H8TX04139,HATHCOX,VALINDA,NA,0,NA,0,0,NA,0,C,DEM,21644.801,0,15902.8,0,0,0,7951,0,0,0,0,0,2500,0,116,0,0,712265.44,86,M,L
H0ID01279,WASHBURN,MICHAEL JAMES,NA,0,NA,0,0,NA,0,C,LIB,450,0,401,0,0,48,0,450,0,0,0,450,0,0,0,0,0,3471267.8,67,M,L
H8CA53019,CRIMMINS,MICHAEL PETER,NA,0,NA,0,0,NA,0,C,REP,147384.34,0,143269.48,0,620.35999,4840.23,10,2550,0,2750,0,0,135851.13,8900,0,0,0,623885.88,65,F,L
H0OH16089,BLEVINS,JEFFREY J,NA,0,NA,0,0,NA,0,C,LIB,3038,0,2935,0,0,4,755,413,413.82001,315,0,0,1332,0,0,0,0,4524912,40,M,L
H0TX30040,BRODEN,STEPHEN EDWARD,NA,0,NA,0,0,NA,0,C,REP,701888.69,0,662763.69,0,0,39125.039,0,24000,0,24000,0,0,653120.31,24248,0,2526.8,200,613624.31,74,F,L
H0CO02134,BAILEY,STEPHEN,NA,0,NA,0,0,NA,0,C,REP,130885.78,0,130747.13,0,0,138.64999,8272.29,30000,0,0,0,30000,82498.43,7615.0601,2500,0,0,1260026.4,34,M,L
H0CA46069,ARNOLD,KENNETH,NA,0,NA,0,0,NA,0,C,DEM,18405.4,0,18087.869,0,0,317.53,948.40002,2550,0,0,0,11445.2,12257,2650,0,0,0,404285,62,M,L
H0MO02213,LIEBER,ARTHUR HENRY,NA,0,NA,0,0,NA,0,C,DEM,50503.891,0,49234.371,0,0,1270.24,50503.891,0,0,0,0,0,0,0,0,0,0,767798.19,62,M,L
H0UT03151,SLIGTING,DOUGLAS,NA,0,NA,0,0,NA,0,C,OTH,3536,0,2225,0,0,2059,315,0,0,0,0,0,3221,0,0,0,0,671011.63,42,M,L
H0NY08082,KONE,SUSAN,NA,0,NA,0,0,NA,0,C,REP,43509.82,0,43509.82,0,0,0,209.82001,0,0,0,0,0,41286,1500,0,0,0,1304217.3,62,M,L
H0LA02218,MARQUIZE,ANTHONY KIPP,NA,0,NA,0,0,NA,0,C,NNE,17280,0,17280,0,0,0,0,5300,1381,3259,0,0,10599,0,0,0,0,3219793.5,42,M,L
H8CA37277,DIBS,NICHOLAS (NICK),NA,0,NA,0,0,NA,0,C,IND,3549.1799,0,2239.6101,0,0.61000001,1310.1801,0,1705.45,0,0,0,95989.32,1840,0,0,0,0,2491387.3,47,F,L
H0AL05197,RABY,STEPHEN WALKER,NA,0,NA,0,0,NA,0,C,DEM,929084.38,0,777837.44,0,0,151246.92,0,0,0,0,0,167161.33,679792.25,230458.08,10000,0,0,961210.63,67,M,L
H0OH07104,ANDERSON,JOHN DAVID,NA,0,NA,0,0,NA,0,C,LIB,157968.5,0,157424.16,0,0,867.40002,152658.5,3000,0,0,0,3000,2310,0,0,0,0,815403,51,M,L
H0MI07051,AUGHNEY,SCOTT,NA,0,NA,0,0,NA,0,C,TX,722.58002,0,715.42999,0,0,6.9699998,205,0,0,0,0,0,495,0,0,0,0,4949911,48,M,L
